Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2013;46
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2012;46
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2011;46
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2010;47
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2009;55
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2008;47
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2007;45
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2006;46
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2005;50
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2004;48
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2003;46
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2002;50
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2001;48
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;2000;46
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;1999;51
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;1998;46
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;1997;44
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;1996;52
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;1995;50
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Con taxímetro;1994;49
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2019;71
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2018;76
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2017;72
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2016;77
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2015;84
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2014;89
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2013;91
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2012;94
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2011;94
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2010;93
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2009;88
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2008;90
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2007;86
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2006;92
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2005;81
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2004;79
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2003;76
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2002;77
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2001;88
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;2000;95
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;1999;91
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;1998;99
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;1997;94
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;1996;111
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;1995;114
Total Nacional;07 Castilla y León;05 Ávila;Provincia;Sin taxímetro;1994;129
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2019;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2018;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2017;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2016;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2015;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2014;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2013;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2012;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2011;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2010;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2009;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2008;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2007;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2006;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2005;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2004;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2003;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2002;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2001;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;2000;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;1999;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;1998;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;1997;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;1996;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;1995;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Total;1994;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2019;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2018;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2017;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2016;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2015;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2014;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2013;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2012;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2011;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2010;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2009;44
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2008;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2007;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2006;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2005;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2004;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2003;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2002;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2001;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;2000;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;1999;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;1998;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;1997;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;1996;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;1995;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Con taxímetro;1994;43
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2018;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2017;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2011;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2010;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2008;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2007;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2006;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2005;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2004;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2002;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2001;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;2000;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;1999;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;1998;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;1997;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;1996;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;1995;0
Total Nacional;07 Castilla y León;05 Ávila;Capital de Provincia;Sin taxímetro;1994;0
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2019;319
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2018;320
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2017;335
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2016;335
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2015;333
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2014;332
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2013;331
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2012;313
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2011;318
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2010;315
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2009;317
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2008;313
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2007;313
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2006;314
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2005;317
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2004;314
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2003;309
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2002;312
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2001;309
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;2000;309
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;1999;312
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;1998;322
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;1997;326
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;1996;334
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;1995;331
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Total;1994;328
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2019;189
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2018;188
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2017;189
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2016;187
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2015;189
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2014;186
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2013;186
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2012;187
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2011;187
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2010;186
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2009;193
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2008;189
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2007;188
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2006;197
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2005;193
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2004;195
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2003;191
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2002;189
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2001;187
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;2000;188
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;1999;191
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;1998;189
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;1997;188
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;1996;187
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;1995;188
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Con taxímetro;1994;185
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2019;130
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2018;132
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2017;146
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2016;148
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2015;144
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2014;146
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2013;145
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2012;126
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2011;131
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2010;129
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2009;124
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2008;124
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2007;125
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2006;117
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2005;124
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2004;119
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2003;118
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2002;123
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2001;122
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;2000;121
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;1999;121
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;1998;133
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;1997;138
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;1996;147
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;1995;143
Total Nacional;07 Castilla y León;09 Burgos;Provincia;Sin taxímetro;1994;143
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2019;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2018;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2017;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2016;187
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2015;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2014;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2013;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2012;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2011;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2010;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2009;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2008;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2007;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2006;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2005;186
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2004;185
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2003;185
Total Nacional;07 Castilla y León;09 Burgos;Capital de Provincia;Total;2002;185
