Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y tasas;Periodo;Total
Total Nacional;09 Cataluña;Viajeros transportados;2012M09;20.143
Total Nacional;09 Cataluña;Viajeros transportados;2012M08;15.623
Total Nacional;09 Cataluña;Viajeros transportados;2012M07;22.171
Total Nacional;09 Cataluña;Viajeros transportados;2012M06;23.822
Total Nacional;09 Cataluña;Viajeros transportados;2012M05;24.577
Total Nacional;09 Cataluña;Viajeros transportados;2012M04;22.634
Total Nacional;09 Cataluña;Viajeros transportados;2012M03;25.565
Total Nacional;09 Cataluña;Viajeros transportados;2012M02;23.447
Total Nacional;09 Cataluña;Viajeros transportados;2012M01;24.050
Total Nacional;09 Cataluña;Variación anual;2024M09;4,3
Total Nacional;09 Cataluña;Variación anual;2024M08;5,1
Total Nacional;09 Cataluña;Variación anual;2024M07;4,9
Total Nacional;09 Cataluña;Variación anual;2024M06;3,4
Total Nacional;09 Cataluña;Variación anual;2024M05;5,5
Total Nacional;09 Cataluña;Variación anual;2024M04;19,9
Total Nacional;09 Cataluña;Variación anual;2024M03;-0,9
Total Nacional;09 Cataluña;Variación anual;2024M02;21,9
Total Nacional;09 Cataluña;Variación anual;2024M01;18,1
Total Nacional;09 Cataluña;Variación anual;2023M12;14,5
Total Nacional;09 Cataluña;Variación anual;2023M11;16,4
Total Nacional;09 Cataluña;Variación anual;2023M10;18,1
Total Nacional;09 Cataluña;Variación anual;2023M09;13
Total Nacional;09 Cataluña;Variación anual;2023M08;15
Total Nacional;09 Cataluña;Variación anual;2023M07;17,7
Total Nacional;09 Cataluña;Variación anual;2023M06;17
Total Nacional;09 Cataluña;Variación anual;2023M05;12,5
Total Nacional;09 Cataluña;Variación anual;2023M04;11,9
Total Nacional;09 Cataluña;Variación anual;2023M03;17,8
Total Nacional;09 Cataluña;Variación anual;2023M02;14,8
Total Nacional;09 Cataluña;Variación anual;2023M01;26,3
Total Nacional;09 Cataluña;Variación anual;2022M12;10,4
Total Nacional;09 Cataluña;Variación anual;2022M11;12,3
Total Nacional;09 Cataluña;Variación anual;2022M10;16,9
Total Nacional;09 Cataluña;Variación anual;2022M09;18,3
Total Nacional;09 Cataluña;Variación anual;2022M08;30,4
Total Nacional;09 Cataluña;Variación anual;2022M07;21
Total Nacional;09 Cataluña;Variación anual;2022M06;15,5
Total Nacional;09 Cataluña;Variación anual;2022M05;31,6
Total Nacional;09 Cataluña;Variación anual;2022M04;23
Total Nacional;09 Cataluña;Variación anual;2022M03;27,7
Total Nacional;09 Cataluña;Variación anual;2022M02;32,6
Total Nacional;09 Cataluña;Variación anual;2022M01;31,6
Total Nacional;09 Cataluña;Variación anual;2021M12;23,7
Total Nacional;09 Cataluña;Variación anual;2021M11;44,5
Total Nacional;09 Cataluña;Variación anual;2021M10;28,3
Total Nacional;09 Cataluña;Variación anual;2021M09;28,8
Total Nacional;09 Cataluña;Variación anual;2021M08;26,3
Total Nacional;09 Cataluña;Variación anual;2021M07;32,3
Total Nacional;09 Cataluña;Variación anual;2021M06;93,7
Total Nacional;09 Cataluña;Variación anual;2021M05;315,7
Total Nacional;09 Cataluña;Variación anual;2021M04;835
Total Nacional;09 Cataluña;Variación anual;2021M03;42,5
Total Nacional;09 Cataluña;Variación anual;2021M02;-43,4
Total Nacional;09 Cataluña;Variación anual;2021M01;-47,8
Total Nacional;09 Cataluña;Variación anual;2020M12;-36,4
Total Nacional;09 Cataluña;Variación anual;2020M11;-42,6
Total Nacional;09 Cataluña;Variación anual;2020M10;-41,2
Total Nacional;09 Cataluña;Variación anual;2020M09;-40,9
Total Nacional;09 Cataluña;Variación anual;2020M08;-45,8
Total Nacional;09 Cataluña;Variación anual;2020M07;-50,3
Total Nacional;09 Cataluña;Variación anual;2020M06;-62,4
Total Nacional;09 Cataluña;Variación anual;2020M05;-84,7
Total Nacional;09 Cataluña;Variación anual;2020M04;-93
Total Nacional;09 Cataluña;Variación anual;2020M03;-53,6
Total Nacional;09 Cataluña;Variación anual;2020M02;6,3
Total Nacional;09 Cataluña;Variación anual;2020M01;0,2
Total Nacional;09 Cataluña;Variación anual;2019M12;6
Total Nacional;09 Cataluña;Variación anual;2019M11;0,5
Total Nacional;09 Cataluña;Variación anual;2019M10;1,4
Total Nacional;09 Cataluña;Variación anual;2019M09;8
Total Nacional;09 Cataluña;Variación anual;2019M08;3,3
Total Nacional;09 Cataluña;Variación anual;2019M07;7,3
Total Nacional;09 Cataluña;Variación anual;2019M06;-0,4
Total Nacional;09 Cataluña;Variación anual;2019M05;5,7
Total Nacional;09 Cataluña;Variación anual;2019M04;1,8
Total Nacional;09 Cataluña;Variación anual;2019M03;10,9
Total Nacional;09 Cataluña;Variación anual;2019M02;7,5
Total Nacional;09 Cataluña;Variación anual;2019M01;4,7
Total Nacional;09 Cataluña;Variación anual;2018M12;7,7
Total Nacional;09 Cataluña;Variación anual;2018M11;3,5
Total Nacional;09 Cataluña;Variación anual;2018M10;11
Total Nacional;09 Cataluña;Variación anual;2018M09;1,7
Total Nacional;09 Cataluña;Variación anual;2018M08;4,6
Total Nacional;09 Cataluña;Variación anual;2018M07;3
Total Nacional;09 Cataluña;Variación anual;2018M06;1,7
Total Nacional;09 Cataluña;Variación anual;2018M05;-1,8
Total Nacional;09 Cataluña;Variación anual;2018M04;12,4
Total Nacional;09 Cataluña;Variación anual;2018M03;-8,6
Total Nacional;09 Cataluña;Variación anual;2018M02;-0,2
Total Nacional;09 Cataluña;Variación anual;2018M01;7,4
Total Nacional;09 Cataluña;Variación anual;2017M12;-3,8
Total Nacional;09 Cataluña;Variación anual;2017M11;1,7
Total Nacional;09 Cataluña;Variación anual;2017M10;1,7
Total Nacional;09 Cataluña;Variación anual;2017M09;-5,2
Total Nacional;09 Cataluña;Variación anual;2017M08;3,8
Total Nacional;09 Cataluña;Variación anual;2017M07;6,3
Total Nacional;09 Cataluña;Variación anual;2017M06;4,6
Total Nacional;09 Cataluña;Variación anual;2017M05;8,5
Total Nacional;09 Cataluña;Variación anual;2017M04;-7,9
Total Nacional;09 Cataluña;Variación anual;2017M03;16,7
Total Nacional;09 Cataluña;Variación anual;2017M02;3,8
Total Nacional;09 Cataluña;Variación anual;2017M01;6,4
Total Nacional;09 Cataluña;Variación anual;2016M12;-0,3
Total Nacional;09 Cataluña;Variación anual;2016M11;3,7
Total Nacional;09 Cataluña;Variación anual;2016M10;0,2
Total Nacional;09 Cataluña;Variación anual;2016M09;13,3
Total Nacional;09 Cataluña;Variación anual;2016M08;9,7
Total Nacional;09 Cataluña;Variación anual;2016M07;-0,1
Total Nacional;09 Cataluña;Variación anual;2016M06;7,4
Total Nacional;09 Cataluña;Variación anual;2016M05;6,1
Total Nacional;09 Cataluña;Variación anual;2016M04;8,8
Total Nacional;09 Cataluña;Variación anual;2016M03;-0,9
Total Nacional;09 Cataluña;Variación anual;2016M02;6,3
Total Nacional;09 Cataluña;Variación anual;2016M01;1,4
Total Nacional;09 Cataluña;Variación anual;2015M12;5
Total Nacional;09 Cataluña;Variación anual;2015M11;8,7
Total Nacional;09 Cataluña;Variación anual;2015M10;-3,5
Total Nacional;09 Cataluña;Variación anual;2015M09;2,7
Total Nacional;09 Cataluña;Variación anual;2015M08;4,4
Total Nacional;09 Cataluña;Variación anual;2015M07;3,2
Total Nacional;09 Cataluña;Variación anual;2015M06;6
Total Nacional;09 Cataluña;Variación anual;2015M05;0,8
Total Nacional;09 Cataluña;Variación anual;2015M04;2,5
Total Nacional;09 Cataluña;Variación anual;2015M03;0,3
Total Nacional;09 Cataluña;Variación anual;2015M02;-2,2
Total Nacional;09 Cataluña;Variación anual;2015M01;-3,1
Total Nacional;09 Cataluña;Variación anual;2014M12;2,8
Total Nacional;09 Cataluña;Variación anual;2014M11;-0,2
Total Nacional;09 Cataluña;Variación anual;2014M10;1,6
Total Nacional;09 Cataluña;Variación anual;2014M09;2,3
Total Nacional;09 Cataluña;Variación anual;2014M08;1,1
Total Nacional;09 Cataluña;Variación anual;2014M07;-0,7
Total Nacional;09 Cataluña;Variación anual;2014M06;-1,8
Total Nacional;09 Cataluña;Variación anual;2014M05;0,8
Total Nacional;09 Cataluña;Variación anual;2014M04;-4,8
Total Nacional;09 Cataluña;Variación anual;2014M03;9,6
Total Nacional;09 Cataluña;Variación anual;2014M02;4,4
Total Nacional;09 Cataluña;Variación anual;2014M01;-1,7
Total Nacional;09 Cataluña;Variación anual;2013M12;6
Total Nacional;09 Cataluña;Variación anual;2013M11;7,5
Total Nacional;09 Cataluña;Variación anual;2013M10;14,7
Total Nacional;09 Cataluña;Variación anual;2013M09;3,8
Total Nacional;09 Cataluña;Variación anual;2013M08;-4,5
Total Nacional;09 Cataluña;Variación anual;2013M07;3,1
Total Nacional;09 Cataluña;Variación anual;2013M06;-5,5
Total Nacional;09 Cataluña;Variación anual;2013M05;-2,4
Total Nacional;09 Cataluña;Variación anual;2013M04;3,5
Total Nacional;09 Cataluña;Variación anual;2013M03;-15,9
Total Nacional;09 Cataluña;Variación anual;2013M02;-11,6
Total Nacional;09 Cataluña;Variación anual;2013M01;-7,3
Total Nacional;09 Cataluña;Variación anual;2012M12;-15,7
Total Nacional;09 Cataluña;Variación anual;2012M11;-17,8
Total Nacional;09 Cataluña;Variación anual;2012M10;-12,7
Total Nacional;09 Cataluña;Variación anual;2012M09;-19,7
Total Nacional;09 Cataluña;Variación anual;2012M08;-11,1
Total Nacional;09 Cataluña;Variación anual;2012M07;-9,4
Total Nacional;09 Cataluña;Variación anual;2012M06;-5,4
Total Nacional;09 Cataluña;Variación anual;2012M05;-10,8
Total Nacional;09 Cataluña;Variación anual;2012M04;-4,4
Total Nacional;09 Cataluña;Variación anual;2012M03;-2,6
Total Nacional;09 Cataluña;Variación anual;2012M02;-2,5
Total Nacional;09 Cataluña;Variación anual;2012M01;2,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M09;8,7
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M08;9,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M07;9,8
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M06;10,6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M05;12,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M04;14
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M03;12,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M02;20
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2024M01;18,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M12;16,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M11;16,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M10;16,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M09;16
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M08;16,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M07;16,6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M06;16,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M05;16,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M04;17,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M03;19,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M02;20,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2023M01;26,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M12;21,7
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M11;22,8
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M10;24,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M09;25,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M08;26,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M07;25,7
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M06;26,6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M05;29,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M04;28,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M03;30,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M02;32,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2022M01;31,6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M12;28
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M11;28,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M10;26,6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M09;26,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M08;26,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M07;26,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M06;25
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M05;15,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M04;-4,6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M03;-28,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M02;-45,5
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2021M01;-47,8
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M12;-46,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M11;-46,9
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M10;-47,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M09;-48,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M08;-49
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M07;-49,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M06;-49,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M05;-46,5
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M04;-35,9
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M03;-16,8
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M02;3,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2020M01;0,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M12;4,6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M11;4,5
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M10;5
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M09;5,4
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M08;5,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M07;5,3
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M06;4,9
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M05;6,1
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M04;6,2
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M03;7,7
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M02;6
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2019M01;4,7
Total Nacional;09 Cataluña;Variación de la media en lo que va de año;2018M12;3,3
